 0.00000000e+00 2.00094547e-01 -2.51895749e-01 1.57345897e+00
 1.00000000e-02 1.97485487e-01 -2.33984839e-01 1.73412556e+00
 2.00000000e-02 1.95244471e-01 -2.16642489e-01 1.88372178e+00
 3.00000000e-02 1.93153556e-01 -1.97007412e-01 2.02802577e+00
 4.00000000e-02 1.91269474e-01 -1.76109916e-01 2.16276771e+00
 5.00000000e-02 1.89604352e-01 -1.53879665e-01 2.28583940e+00
 6.00000000e-02 1.88168115e-01 -1.30494263e-01 2.39497321e+00
 7.00000000e-02 1.86972217e-01 -1.06094543e-01 2.48803125e+00
 8.00000000e-02 1.86025886e-01 -8.08546020e-02 2.56308792e+00
 9.00000000e-02 1.85336709e-01 -5.49632745e-02 2.61851495e+00
 1.00000000e-01 1.84910217e-01 -2.86247912e-02 2.65307103e+00
 1.10000000e-01 1.84749808e-01 -2.05357951e-03 2.66596888e+00
 1.20000000e-01 1.84856637e-01 2.45302548e-02 2.65692146e+00
 1.30000000e-01 1.85229573e-01 5.09060858e-02 2.62615959e+00
 1.40000000e-01 1.85865207e-01 7.68578417e-02 2.57442032e+00
 1.50000000e-01 1.86757891e-01 1.02178801e-01 2.50290728e+00
 1.60000000e-01 1.87899817e-01 1.26675787e-01 2.41322766e+00
 1.70000000e-01 1.89281111e-01 1.50172511e-01 2.30731313e+00
 1.80000000e-01 1.90889893e-01 1.72511861e-01 2.18733356e+00
 1.90000000e-01 1.92712272e-01 1.93556890e-01 2.05561443e+00
 2.00000000e-01 1.94732124e-01 2.13190165e-01 1.91457119e+00
 2.10000000e-01 1.96930370e-01 2.31310607e-01 1.76668210e+00
 2.20000000e-01 1.99711588e-01 2.49515552e-01 1.59716435e+00
 2.30000000e-01 2.02239100e-01 2.64490581e-01 1.43975609e+00
 2.40000000e-01 2.04417462e-01 2.75894264e-01 1.30689449e+00
 2.50000000e-01 2.07232180e-01 2.88255289e-01 1.14130994e+00
 2.60000000e-01 2.10853570e-01 3.00722778e-01 9.51079664e-01
 2.70000000e-01 2.13892629e-01 3.09417224e-01 7.93435280e-01
 2.80000000e-01 2.16992632e-01 3.16500437e-01 6.40275579e-01
 2.90000000e-01 2.20181322e-01 3.22134240e-01 4.89736420e-01
 3.00000000e-01 2.23422216e-01 3.26292575e-01 3.43564833e-01
 3.10000000e-01 2.26698788e-01 3.29016270e-01 2.02315124e-01
 3.20000000e-01 2.29996173e-01 3.30354567e-01 6.63395817e-02
 3.30000000e-01 2.33300492e-01 3.30360794e-01 -6.41410282e-02
 3.40000000e-01 2.36598576e-01 3.29090378e-01 -1.89000618e-01
 3.50000000e-01 2.39877882e-01 3.26599768e-01 -3.08185352e-01
 3.60000000e-01 2.43126461e-01 3.22945708e-01 -4.21696992e-01
 3.70000000e-01 2.46355987e-01 3.17976981e-01 -5.27795571e-01
 3.80000000e-01 2.49650096e-01 3.12034917e-01 -6.32017519e-01
 3.90000000e-01 2.52742027e-01 3.05219173e-01 -7.28296087e-01
 4.00000000e-01 2.55743935e-01 2.97470799e-01 -8.18875629e-01
 4.10000000e-01 2.58674011e-01 2.88827759e-01 -9.04409543e-01
 4.20000000e-01 2.61515602e-01 2.79351264e-01 -9.84941146e-01
 4.30000000e-01 2.64258578e-01 2.69092596e-01 -1.06055577e+00
 4.40000000e-01 2.66895755e-01 2.58099543e-01 -1.13137196e+00
 4.50000000e-01 2.69420264e-01 2.46419193e-01 -1.19750680e+00
 4.60000000e-01 2.71825693e-01 2.34097608e-01 -1.25907127e+00
 4.70000000e-01 2.74106220e-01 2.21179689e-01 -1.31616991e+00
 4.80000000e-01 2.76256635e-01 2.07709236e-01 -1.36890003e+00
 4.90000000e-01 2.78272349e-01 1.93729025e-01 -1.41735076e+00
 5.00000000e-01 2.80149419e-01 1.79280892e-01 -1.46160242e+00
 5.10000000e-01 2.81881378e-01 1.64433049e-01 -1.50168356e+00
 5.20000000e-01 2.83475051e-01 1.49144146e-01 -1.53775791e+00
 5.30000000e-01 2.84919509e-01 1.33535659e-01 -1.56982087e+00
 5.40000000e-01 2.86214975e-01 1.17620518e-01 -1.59789181e+00
 5.50000000e-01 2.87361168e-01 1.01438012e-01 -1.62202190e+00
 5.60000000e-01 2.88355977e-01 8.50286828e-02 -1.64224722e+00
 5.70000000e-01 2.89196713e-01 6.84336511e-02 -1.65860376e+00
 5.80000000e-01 2.89878839e-01 5.16946339e-02 -1.67113945e+00
 5.90000000e-01 2.90395404e-01 3.48532311e-02 -1.67992091e+00
 6.00000000e-01 2.90736992e-01 1.79496069e-02 -1.68503392e+00
 6.10000000e-01 2.90892763e-01 1.02099816e-03 -1.68657259e+00
 6.20000000e-01 2.90852751e-01 -1.58990816e-02 -1.68461725e+00
 6.30000000e-01 2.90610785e-01 -3.27801625e-02 -1.67920929e+00
 6.40000000e-01 2.90166728e-01 -4.95927014e-02 -1.67033596e+00
 6.50000000e-01 2.89526763e-01 -6.63055536e-02 -1.65793361e+00
 6.60000000e-01 2.88701531e-01 -8.28843111e-02 -1.64190639e+00
 6.70000000e-01 2.87703180e-01 -9.92910929e-02 -1.62214905e+00
 6.80000000e-01 2.86542776e-01 -1.15485438e-01 -1.59856386e+00
 6.90000000e-01 2.85228953e-01 -1.31425536e-01 -1.57106735e+00
 7.00000000e-01 2.83767785e-01 -1.47069195e-01 -1.53958920e+00
 7.10000000e-01 2.82163397e-01 -1.62374344e-01 -1.50406712e+00
 7.20000000e-01 2.80418789e-01 -1.77299131e-01 -1.46444098e+00
 7.30000000e-01 2.78536564e-01 -1.91801781e-01 -1.42064809e+00
 7.40000000e-01 2.76519449e-01 -2.05840349e-01 -1.37261987e+00
 7.50000000e-01 2.74370606e-01 -2.19372462e-01 -1.32027997e+00
 7.60000000e-01 2.72093801e-01 -2.32355095e-01 -1.26354333e+00
 7.70000000e-01 2.69693471e-01 -2.44744380e-01 -1.20231606e+00
 7.80000000e-01 2.67174739e-01 -2.56495459e-01 -1.13649576e+00
 7.90000000e-01 2.64543399e-01 -2.67562366e-01 -1.06597230e+00
 8.00000000e-01 2.61805898e-01 -2.77897942e-01 -9.90629023e-01
 8.10000000e-01 2.58969315e-01 -2.87453771e-01 -9.10344302e-01
 8.20000000e-01 2.56041338e-01 -2.96180143e-01 -8.24993718e-01
 8.30000000e-01 2.53030254e-01 -3.04026046e-01 -7.34452810e-01
 8.40000000e-01 2.49944943e-01 -3.10939187e-01 -6.38600635e-01
 8.50000000e-01 2.46794866e-01 -3.16866054e-01 -5.37324282e-01
 8.60000000e-01 2.43590074e-01 -3.21752032e-01 -4.30524516e-01
 8.70000000e-01 2.40341197e-01 -3.25541575e-01 -3.18122766e-01
 8.80000000e-01 2.37059455e-01 -3.28178462e-01 -2.00069654e-01
 8.90000000e-01 2.33756651e-01 -3.29606135e-01 -7.63552602e-02
 9.00000000e-01 2.30445170e-01 -3.29768162e-01 5.29787088e-02
 9.10000000e-01 2.27137975e-01 -3.28608819e-01 1.87824735e-01
 9.20000000e-01 2.23848590e-01 -3.26073831e-01 3.27993264e-01
 9.30000000e-01 2.20591084e-01 -3.22111283e-01 4.73194566e-01
 9.40000000e-01 2.17380038e-01 -3.16672722e-01 6.23018958e-01
 9.50000000e-01 2.14230507e-01 -3.09714460e-01 7.76915986e-01
 9.60000000e-01 2.11157964e-01 -3.01199089e-01 9.34173394e-01
 9.70000000e-01 2.08178230e-01 -2.91097213e-01 1.09389715e+00
 9.80000000e-01 2.05307380e-01 -2.79389354e-01 1.25499417e+00
 9.90000000e-01 2.02561642e-01 -2.66068023e-01 1.41615977e+00
 1.00000000e+00 1.99957257e-01 -2.51139882e-01 1.57587230e+00
