0.0035425	-0.247642
0.00930214	-0.239425
0.0150573	-0.228497
0.0191653	-0.218949
0.0249227	-0.209376
0.0298531	-0.198461
0.0347858	-0.188901
0.0397163	-0.177985
0.0446489	-0.168425
0.0495816	-0.158865
0.0536874	-0.147962
0.0577931	-0.137059
0.0627235	-0.126144
0.0676562	-0.116584
0.0717619	-0.105681
0.0758677	-0.0947784
0.0799734	-0.0838757
0.0840791	-0.072973
0.0881849	-0.0620704
0.0931175	-0.0525101
0.0963963	-0.040265
0.100502	-0.0293623
0.102978	-0.0306795
0.106257	-0.0184344
0.109536	-0.00618932
0.112817	0.0047008
0.116096	0.0169459
0.120201	0.0278486
0.125136	0.0360539
0.129242	0.0469566
0.133348	0.0578593
0.137454	0.068762
0.141559	0.0796647
0.145665	0.0905674
0.150595	0.101483
0.154703	0.11103
0.158809	0.121933
0.16374	0.132848
0.167845	0.143751
0.172778	0.153311
0.176884	0.164214
0.181814	0.175129
0.186747	0.18469
0.191677	0.195605
0.19661	0.205165
0.202367	0.214738
0.2073	0.224298
0.212231	0.235214
0.21799	0.243431
0.22375	0.251649
0.229507	0.261222
0.235269	0.268085
0.241029	0.276303
0.247613	0.284533
0.2542	0.291409
0.260786	0.298284
0.267373	0.30516
0.273962	0.31068
0.281378	0.314858
0.289616	0.320404
0.297034	0.323227
0.30445	0.327405
0.312695	0.328886
0.320942	0.329012
0.329189	0.329137
0.337436	0.329263
0.344861	0.328021
0.353113	0.325437
0.361364	0.322853
0.368794	0.318901
0.377047	0.314962
0.384477	0.31101
0.39191	0.304348
0.399342	0.299041
0.405948	0.293722
0.412557	0.287048
0.419164	0.281728
0.425775	0.273699
0.431557	0.268367
0.438993	0.260351
0.44478	0.252309
0.451389	0.245634
0.458	0.237605
0.464611	0.229576
0.470397	0.221534
0.476184	0.213492
0.482795	0.205463
0.488582	0.197421
0.494368	0.189379
0.500981	0.179995
0.50677	0.170598
0.512557	0.162556
0.518343	0.154514
0.524132	0.145117
0.529918	0.137075
0.535709	0.126323
0.541496	0.118282
0.547284	0.108885
0.553073	0.0994879
0.558037	0.0900785
0.563826	0.0806816
0.569614	0.0712848
0.650663	-0.0643361
0.656452	-0.073733
0.66224	-0.0831298
0.667204	-0.0925392
0.672991	-0.100581
0.678779	-0.109978
0.683741	-0.118032
0.689532	-0.128784
0.695318	-0.136826
0.701107	-0.146223
0.706894	-0.154265
0.71268	-0.162307
0.718471	-0.173059
0.724255	-0.179745
0.730044	-0.189142
0.735833	-0.198539
0.742444	-0.206568
0.74823	-0.21461
0.754017	-0.222652
0.760628	-0.230681
0.767239	-0.238711
0.773026	-0.246753
0.779635	-0.253427
0.785421	-0.261469
0.79203	-0.268143
0.798641	-0.276172
0.805248	-0.281492
0.811857	-0.288166
0.818461	-0.292131
0.825895	-0.298792
0.833326	-0.304099
0.840758	-0.309406
0.849012	-0.313345
0.856441	-0.317297
0.86387	-0.321249
0.871297	-0.323845
0.879547	-0.325075
0.886973	-0.327671
0.895221	-0.327546
0.903468	-0.32742
0.911715	-0.327294
0.919133	-0.324471
0.926551	-0.321648
0.933967	-0.31747
0.941383	-0.313292
0.948796	-0.307759
0.956212	-0.303581
0.963623	-0.296693
0.970208	-0.288462
0.976794	-0.281587
0.983381	-0.274711
0.989143	-0.267848
0.994076	-0.258288
