0.00300531	1.60571
0.00960295	1.71584
0.0162018	1.80784
0.0219738	1.9178
0.0285726	2.00979
0.0351715	2.10179
0.0417714	2.17566
0.0475435	2.28562
0.0549702	2.34152
0.0623958	2.41556
0.0698202	2.50773
0.0772469	2.56363
0.0846737	2.61954
0.0921016	2.65731
0.100356	2.67713
0.108612	2.67881
0.116868	2.68049
0.124299	2.66388
0.132556	2.64743
0.13999	2.59456
0.148249	2.54185
0.155683	2.48898
0.163119	2.39984
0.170554	2.32884
0.17799	2.2397
0.184601	2.1504
0.190387	2.0428
0.196997	1.9535
0.203607	1.88232
0.209392	1.79285
0.215179	1.66712
0.221789	1.57782
0.228401	1.47038
0.262285	0.933384
0.268896	0.844081
0.274682	0.736479
0.281292	0.647176
0.287903	0.557872
0.294513	0.468569
0.300299	0.360968
0.30691	0.271664
0.31352	0.182361
0.320131	0.0930578
0.326741	0.00375459
0.333351	-0.0674186
0.339137	-0.17502
0.346572	-0.246025
0.353182	-0.335328
0.360617	-0.406333
0.367228	-0.495636
0.374661	-0.548511
0.382097	-0.637646
0.388707	-0.708819
0.396967	-0.779655
0.404401	-0.83253
0.411835	-0.885405
0.41927	-0.95641
0.426705	-1.02741
0.434138	-1.08029
0.442398	-1.133
0.449831	-1.18587
0.457264	-1.22061
0.464698	-1.27349
0.472131	-1.32636
0.479564	-1.36111
0.487821	-1.37755
0.495255	-1.43043
0.503512	-1.44688
0.510946	-1.49975
0.519203	-1.5162
0.527461	-1.55077
0.534893	-1.58552
0.54315	-1.60196
0.551407	-1.61841
0.559664	-1.63486
0.567096	-1.65147
0.575353	-1.66792
0.583609	-1.66623
0.591865	-1.68268
0.600122	-1.69913
0.608378	-1.69744
0.616634	-1.69576
0.62489	-1.69407
0.633146	-1.69239
0.641402	-1.69071
0.648831	-1.67106
0.657085	-1.65125
0.66534	-1.63143
0.673596	-1.62975
0.68185	-1.60993
0.689278	-1.57216
0.697533	-1.55234
0.705788	-1.53253
0.713216	-1.49475
0.720645	-1.47511
0.728898	-1.43717
0.736326	-1.39939
0.74458	-1.36145
0.752006	-1.30554
0.759434	-1.26776
0.766862	-1.22999
0.775116	-1.19204
0.781717	-1.13631
0.789142	-1.06227
0.79657	-1.0245
0.803997	-0.96859
0.810597	-0.894722
0.818025	-0.856947
0.826276	-0.782743
0.833702	-0.708707
0.841127	-0.634671
0.848553	-0.560635
0.855978	-0.486599
0.862578	-0.412732
0.869177	-0.320734
0.875777	-0.246867
0.883203	-0.172831
0.888977	-0.0991322
0.896401	-0.00696629
0.903	0.0850312
0.909599	0.177029
0.916198	0.269026
0.922795	0.379154
0.929395	0.453021
0.935168	0.56298
0.941766	0.654978
0.948365	0.746975
0.954963	0.857103
0.987129	1.35318
0.992901	1.46314
0.998673	1.5731
