0.00330432	2.14627
0.00830176	6.01212
0.0133265	10.3089
0.0167674	14.61
0.0202082	18.9111
0.0252057	22.7769
0.0286465	27.078
0.0305035	31.3833
0.0355282	35.6802
0.0373579	39.5545
0.0407988	43.8556
0.0458235	48.1524
0.0492644	52.4535
0.0608431	60.1809
0.0718484	58.8582
0.0779382	54.9625
0.108769	16.5173
0.113248	12.1949
0.117754	8.30346
0.120649	3.98532
0.125154	0.0938727
0.128049	-4.22427
0.132528	-8.54668
0.135422	-12.8648
0.139928	-16.7563
0.142823	-21.0744
0.147302	-25.3968
0.151807	-29.2883
0.156313	-33.1797
0.162376	-37.5064
0.170077	-40.9754
0.179362	-44.4487
0.190367	-45.7715
0.203175	-43.6508
0.21134	-39.7935
0.217921	-35.9319
0.222919	-32.0661
0.229527	-27.7735
0.234525	-23.9077
0.239522	-20.0418
0.244547	-15.745
0.249572	-11.4482
0.254569	-7.58235
0.259566	-3.7165
0.266175	0.576037
0.271173	4.44188
0.276197	8.73869
0.279638	13.0398
0.284636	16.9056
0.288076	21.2067
0.291517	25.5078
0.294958	29.8088
0.298372	33.679
0.301813	37.98
0.305253	42.2811
0.308694	46.5822
0.312135	50.8833
0.315549	54.7534
0.322157	59.0459
0.333327	60.3089
0.339416	56.4132
0.343895	52.0908
0.34679	47.7727
0.349684	43.4545
0.35419	39.5631
0.357085	35.2449
0.358396	30.931
0.36129	26.6129
0.365796	22.7215
0.370275	18.399
0.374781	14.5076
0.379259	10.1852
0.383738	5.86278
0.38666	1.97559
0.391138	-2.34682
0.394033	-6.66496
0.398539	-10.5564
0.401434	-14.8746
0.405912	-19.197
0.408834	-23.0841
0.413313	-27.4066
0.417819	-31.298
0.423881	-35.6247
0.429971	-39.5204
0.437672	-42.9894
0.450207	-45.1784
0.464516	-44.3548
0.474238	-40.9328
0.480819	-37.0712
0.487428	-32.7786
0.492425	-28.9128
0.49745	-24.616
0.502448	-20.7501
0.507472	-16.4533
0.51247	-12.5875
0.517494	-8.29066
0.524076	-4.42908
0.529073	-0.563236
0.534098	3.73357
0.539123	8.03038
0.542536	11.9005
0.547561	16.1973
0.551002	20.4984
0.554415	24.3685
0.557856	28.6696
0.561297	32.9706
0.564738	37.2717
0.568179	41.5728
0.571592	45.4429
0.575033	49.744
0.580058	54.0408
0.585055	57.9066
0.59475	60.8978
0.602424	56.9978
0.60693	53.1063
0.611408	48.7839
0.61433	44.8967
0.617225	40.5786
0.620119	36.2605
0.623014	31.9423
0.625909	27.6242
0.628831	23.737
0.633309	19.4146
0.637788	15.0922
0.642294	11.2007
0.646772	6.87831
0.649694	2.99112
0.654173	-1.33129
0.657068	-5.64943
0.661574	-9.54088
0.664468	-13.859
0.667363	-18.1772
0.671842	-22.4996
0.67632	-26.822
0.680826	-30.7134
0.686889	-35.0401
0.692978	-38.9358
0.700679	-42.4048
0.711575	-45.4514
0.725885	-44.6279
0.735607	-41.2058
0.743772	-37.3485
0.748769	-33.4827
0.755351	-29.6211
0.758792	-25.32
0.763789	-21.4542
0.768814	-17.1574
0.773811	-13.2915
0.78214	-6.84844
0.787138	-2.98259
0.793746	1.30995
0.798744	5.1758
0.802185	9.47687
0.807209	13.7737
0.812207	17.6395
0.815648	21.9406
0.817505	26.2459
0.820946	30.547
0.824386	34.8481
0.8278	38.7182
0.831241	43.0193
0.834682	47.3204
0.838123	51.6214
0.84312	55.4873
0.849701	59.3489
0.860789	59.319
0.866878	55.4233
0.869773	51.1051
0.874252	46.7827
0.877146	42.4646
0.880068	38.5774
0.882963	34.2593
0.885858	29.9411
0.888752	25.623
0.891674	21.7358
0.897737	17.4091
0.902243	13.5177
0.906721	9.19526
0.909616	4.87711
0.912538	0.98993
0.917017	-3.33248
0.919911	-7.65062
0.922806	-11.9688
0.925728	-15.8559
0.930207	-20.1784
0.934685	-24.5008
0.939191	-28.3922
0.94367	-32.7146
0.949759	-36.6103
0.955849	-40.5061
0.96355	-43.9751
0.977669	-46.1683
0.990476	-44.0476
0.998614	-40.6213
