   1.5000000e+00  -1.1111111e-01   0.0000000e+00
   1.5040000e+00  -5.6033808e+01   0.0000000e+00
   1.5080000e+00  -1.1205610e+02   0.0000000e+00
   1.5120000e+00  -1.6817825e+02   0.0000000e+00
   1.5160000e+00  -2.2440054e+02   0.0000000e+00
   1.5200000e+00  -2.8072321e+02   0.0000000e+00
   1.5240000e+00  -3.3714656e+02   0.0000000e+00
   1.5280000e+00  -3.9367084e+02   0.0000000e+00
   1.5320000e+00  -4.5029633e+02   0.0000000e+00
   1.5360000e+00  -5.0702330e+02   0.0000000e+00
   1.5400000e+00  -5.6385202e+02   0.0000000e+00
   1.5440000e+00  -6.2078276e+02   0.0000000e+00
   1.5480000e+00  -6.7781581e+02   0.0000000e+00
   1.5520000e+00  -7.3495144e+02   0.0000000e+00
   1.5560000e+00  -7.9218992e+02   0.0000000e+00
   1.5600000e+00  -8.4953153e+02   0.0000000e+00
   1.5640000e+00  -9.0697656e+02   0.0000000e+00
   1.5680000e+00  -9.6452527e+02   0.0000000e+00
   1.5720000e+00  -1.0221780e+03   0.0000000e+00
   1.5760000e+00  -1.0799349e+03   0.0000000e+00
   1.5800000e+00  -1.1377964e+03   0.0000000e+00
   1.5840000e+00  -1.1957627e+03   0.0000000e+00
   1.5880000e+00  -1.2538341e+03   0.0000000e+00
   1.5920000e+00  -1.3120109e+03   0.0000000e+00
   1.5960000e+00  -1.3702934e+03   0.0000000e+00
   1.6000000e+00  -1.4286818e+03   0.0000000e+00
   1.6040000e+00  -1.4871765e+03   0.0000000e+00
   1.6080000e+00  -1.5457778e+03   0.0000000e+00
   1.6120000e+00  -1.6044859e+03   0.0000000e+00
   1.6160000e+00  -1.6633011e+03   0.0000000e+00
   1.6200000e+00  -1.7222237e+03   0.0000000e+00
   1.6240000e+00  -1.7812541e+03   0.0000000e+00
   1.6280000e+00  -1.8403925e+03   0.0000000e+00
   1.6320000e+00  -1.8996392e+03   0.0000000e+00
   1.6360000e+00  -1.9589945e+03   0.0000000e+00
   1.6400000e+00  -2.0184587e+03   0.0000000e+00
   1.6440000e+00  -2.0780321e+03   0.0000000e+00
   1.6480000e+00  -2.1377151e+03   0.0000000e+00
   1.6520000e+00  -2.1975078e+03   0.0000000e+00
   1.6560000e+00  -2.2574107e+03   0.0000000e+00
   1.6600000e+00  -2.3174240e+03   0.0000000e+00
   1.6640000e+00  -2.3775480e+03   0.0000000e+00
   1.6680000e+00  -2.4377830e+03   0.0000000e+00
   1.6720000e+00  -2.4981294e+03   0.0000000e+00
   1.6760000e+00  -2.5585874e+03   0.0000000e+00
   1.6800000e+00  -2.6191574e+03   0.0000000e+00
   1.6840000e+00  -2.6798397e+03   0.0000000e+00
   1.6880000e+00  -2.7406345e+03   0.0000000e+00
   1.6920000e+00  -2.8015422e+03   0.0000000e+00
   1.6960000e+00  -2.8625632e+03   0.0000000e+00
   1.7000000e+00  -2.9236977e+03   0.0000000e+00
   1.7040000e+00  -2.9849460e+03   0.0000000e+00
   1.7080000e+00  -3.0463085e+03   0.0000000e+00
   1.7120000e+00  -3.1077854e+03   0.0000000e+00
   1.7160000e+00  -3.1693772e+03   0.0000000e+00
   1.7200000e+00  -3.2310841e+03   0.0000000e+00
   1.7240000e+00  -3.2929065e+03   0.0000000e+00
   1.7280000e+00  -3.3548446e+03   0.0000000e+00
   1.7320000e+00  -3.4168988e+03   0.0000000e+00
   1.7360000e+00  -3.4790694e+03   0.0000000e+00
   1.7400000e+00  -3.5413568e+03   0.0000000e+00
   1.7440000e+00  -3.6037613e+03   0.0000000e+00
   1.7480000e+00  -3.6662832e+03   0.0000000e+00
   1.7520000e+00  -3.7289228e+03   0.0000000e+00
   1.7560000e+00  -3.7916805e+03   0.0000000e+00
   1.7600000e+00  -3.8545566e+03   0.0000000e+00
   1.7640000e+00  -3.9175515e+03   0.0000000e+00
   1.7680000e+00  -3.9806654e+03   0.0000000e+00
