   1.0000000e-03   1.5003868e+00   7.7480592e-01   3.0082228e+01
   2.0000000e-03   1.5015521e+00   1.5570015e+00   3.0161881e+01
   3.0000000e-03   1.5035036e+00   2.3475549e+00   3.0238895e+01
   4.0000000e-03   1.5062503e+00   3.1474534e+00   3.0313196e+01
   5.0000000e-03   1.5098020e+00   3.9576997e+00   3.0384697e+01
   6.0000000e-03   1.5141695e+00   4.7793087e+00   3.0453302e+01
   7.0000000e-03   1.5193647e+00   5.6133033e+00   3.0518906e+01
   8.0000000e-03   1.5254006e+00   6.4607097e+00   3.0581389e+01
   9.0000000e-03   1.5322910e+00   7.3225525e+00   3.0640620e+01
   1.0000000e-02   1.5400508e+00   8.1998484e+00   3.0696460e+01
   1.1000000e-02   1.5486961e+00   9.0935997e+00   3.0748753e+01
   1.2000000e-02   1.5582438e+00   1.0004786e+01   3.0797335e+01
   1.3000000e-02   1.5687118e+00   1.0934358e+01   3.0842029e+01
   1.4000000e-02   1.5801190e+00   1.1883224e+01   3.0882648e+01
   1.5000000e-02   1.5924850e+00   1.2852243e+01   3.0918993e+01
   1.6000000e-02   1.6058304e+00   1.3842209e+01   3.0950855e+01
   1.7000000e-02   1.6201766e+00   1.4853841e+01   3.0978016e+01
   1.8000000e-02   1.6355456e+00   1.5887770e+01   3.1000251e+01
   1.9000000e-02   1.6519598e+00   1.6944518e+01   3.1017328e+01
   2.0000000e-02   1.6694430e+00   1.8024479e+01   3.1029042e+01
   2.1000000e-02   1.6880172e+00   1.9127932e+01   3.1035085e+01
   2.2000000e-02   1.7077066e+00   2.0254972e+01   3.1035254e+01
   2.3000000e-02   1.7285349e+00   2.1405527e+01   3.1029311e+01
   2.4000000e-02   1.7505254e+00   2.2579332e+01   3.1017026e+01
   2.5000000e-02   1.7737011e+00   2.3775909e+01   3.0998176e+01
   2.6000000e-02   1.7980845e+00   2.4994548e+01   3.0972554e+01
   2.7000000e-02   1.8236972e+00   2.6234294e+01   3.0939972e+01
   2.8000000e-02   1.8505597e+00   2.7493930e+01   3.0900263e+01
   2.9000000e-02   1.8786911e+00   2.8771965e+01   3.0853288e+01
   3.0000000e-02   1.9081091e+00   3.0066628e+01   3.0798941e+01
   3.1000000e-02   1.9388292e+00   3.1375860e+01   3.0737153e+01
   3.2000000e-02   1.9708648e+00   3.2697315e+01   3.0667897e+01
   3.3000000e-02   2.0042270e+00   3.4028362e+01   3.0591191e+01
   3.4000000e-02   2.0389238e+00   3.5366097e+01   3.0507105e+01
   3.5000000e-02   2.0749603e+00   3.6707358e+01   3.0415758e+01
   3.6000000e-02   2.1123385e+00   3.8048740e+01   3.0317326e+01
   3.7000000e-02   2.1510566e+00   3.9386627e+01   3.0212039e+01
   3.8000000e-02   2.1911093e+00   4.0717220e+01   3.0100184e+01
   3.9000000e-02   2.2324873e+00   4.2036568e+01   2.9982099e+01
   4.0000000e-02   2.2751773e+00   4.3340611e+01   2.9858173e+01
   4.1000000e-02   2.3191620e+00   4.4625218e+01   2.9728842e+01
   4.2000000e-02   2.3644198e+00   4.5886226e+01   2.9594581e+01
   4.3000000e-02   2.4109252e+00   4.7119486e+01   2.9455901e+01
   4.4000000e-02   2.4586482e+00   4.8320900e+01   2.9313338e+01
   4.5000000e-02   2.5075550e+00   4.9486460e+01   2.9167448e+01
   4.6000000e-02   2.5576079e+00   5.0612282e+01   2.9018793e+01
   4.7000000e-02   2.6087651e+00   5.1694640e+01   2.8867938e+01
   4.8000000e-02   2.6609815e+00   5.2729986e+01   2.8715438e+01
   4.9000000e-02   2.7142083e+00   5.3714976e+01   2.8561831e+01
   5.0000000e-02   2.7683936e+00   5.4646483e+01   2.8407627e+01
   5.1000000e-02   2.8234824e+00   5.5521606e+01   2.8253304e+01
   5.2000000e-02   2.8794171e+00   5.6337679e+01   2.8099297e+01
   5.3000000e-02   2.9361373e+00   5.7092266e+01   2.7945995e+01
   5.4000000e-02   2.9935804e+00   5.7783165e+01   2.7793733e+01
   5.5000000e-02   3.0516818e+00   5.8408393e+01   2.7642789e+01
   5.6000000e-02   3.1103747e+00   5.8966183e+01   2.7493382e+01
   5.7000000e-02   3.1695911e+00   5.9454968e+01   2.7345666e+01
   5.8000000e-02   3.2292612e+00   5.9873373e+01   2.7199731e+01
   5.9000000e-02   3.2893140e+00   6.0220198e+01   2.7055600e+01
   6.0000000e-02   3.3496774e+00   6.0494409e+01   2.6913230e+01
   6.1000000e-02   3.4102784e+00   6.0695123e+01   2.6772509e+01
   6.2000000e-02   3.4710429e+00   6.0821598e+01   2.6633263e+01
   6.3000000e-02   3.5318966e+00   6.0873225e+01   2.6495247e+01
   6.4000000e-02   3.5927643e+00   6.0849518e+01   2.6358155e+01
   6.5000000e-02   3.6535704e+00   6.0750112e+01   2.6221616e+01
   6.6000000e-02   3.7142392e+00   6.0574760e+01   2.6085195e+01
   6.7000000e-02   3.7746946e+00   6.0323333e+01   2.5948399e+01
   6.8000000e-02   3.8348605e+00   5.9995822e+01   2.5810674e+01
   6.9000000e-02   3.8946609e+00   5.9592346e+01   2.5671409e+01
   7.0000000e-02   3.9540200e+00   5.9113158e+01   2.5529936e+01
   7.1000000e-02   4.0128621e+00   5.8558659e+01   2.5385536e+01
   7.2000000e-02   4.0711124e+00   5.7929411e+01   2.5237438e+01
   7.3000000e-02   4.1286963e+00   5.7226154e+01   2.5084824e+01
   7.4000000e-02   4.1855403e+00   5.6449824e+01   2.4926832e+01
   7.5000000e-02   4.2415720e+00   5.5601575e+01   2.4762561e+01
   7.6000000e-02   4.2967200e+00   5.4682801e+01   2.4591075e+01
   7.7000000e-02   4.3509146e+00   5.3695158e+01   2.4411412e+01
   7.8000000e-02   4.4040880e+00   5.2640590e+01   2.4222586e+01
   7.9000000e-02   4.4561743e+00   5.1521351e+01   2.4023603e+01
   8.0000000e-02   4.5071100e+00   5.0340026e+01   2.3813462e+01
   8.1000000e-02   4.5568346e+00   4.9099555e+01   2.3591174e+01
   8.2000000e-02   4.6052905e+00   4.7803245e+01   2.3355770e+01
   8.3000000e-02   4.6524237e+00   4.6454786e+01   2.3106317e+01
   8.4000000e-02   4.6981841e+00   4.5058257e+01   2.2841930e+01
   8.5000000e-02   4.7425257e+00   4.3618124e+01   2.2561795e+01
   8.6000000e-02   4.7854074e+00   4.2139236e+01   2.2265176e+01
   8.7000000e-02   4.8267930e+00   4.0626805e+01   2.1951443e+01
   8.8000000e-02   4.8666517e+00   3.9086382e+01   2.1620082e+01
   8.9000000e-02   4.9049584e+00   3.7523817e+01   2.1270715e+01
   9.0000000e-02   4.9416941e+00   3.5945214e+01   2.0903116e+01
   9.1000000e-02   4.9768457e+00   3.4356875e+01   2.0517222e+01
   9.2000000e-02   5.0104067e+00   3.2770425e+01   2.0116340e+01
   9.3000000e-02   5.0423950e+00   3.1217451e+01   1.9717227e+01
   9.4000000e-02   5.0728715e+00   2.9734228e+01   1.9342630e+01
   9.5000000e-02   5.1018919e+00   2.8326945e+01   1.8998032e+01
   9.6000000e-02   5.1295487e+00   2.7000853e+01   1.8689996e+01
   9.7000000e-02   5.1559204e+00   2.5756404e+01   1.8422511e+01
   9.8000000e-02   5.1810871e+00   2.4590192e+01   1.8197606e+01
   9.9000000e-02   5.2051244e+00   2.3496088e+01   1.8015717e+01
   1.0000000e-01   5.2281004e+00   2.2466071e+01   1.7875996e+01
   1.0100000e-01   5.2500746e+00   2.1490925e+01   1.7776588e+01
